hashtag,video_date,likes,views,shares,comments
IranProtests,2025-06-23,3152,295800,213,226
IranProtests,2022-10-30,5899,108400,283,148
IranProtests,2025-11-08,0,0,0,0
IranProtests,2025-06-22,191,14700,4,63
IranProtests,2022-10-05,66700,561800,1269,790
IranProtests,2024-09-12,81900,1100000,5783,2624
IranProtests,2025-08-04,11000,337800,4323,506
IranProtests,2025-09-16,13500,86400,853,674
IranProtests,2022-09-28,9008,29100,1483,345
IranProtests,2024-11-26,11600,119600,576,249
IranProtests,2024-06-02,422,42800,29,24
IranProtests,2025-11-06,44,702,0,3
IranProtests,2022-09-25,46500,257400,925,1232
IranProtests,2025-11-03,35800,230700,1771,1441
IranProtests,2022-09-23,7326,381700,85,191
IranProtests,2025-10-20,1509,33200,68,107
IranProtests,2025-11-07,12100,49700,1631,255
IranProtests,2025-10-28,3119,110200,304,638
ClimateCrisis,2024-10-10,503300,2200000,19100,3336
ClimateCrisis,2025-11-04,281,3424,1,38
ClimateCrisis,2025-09-22,52400,435700,2121,1414
ClimateCrisis,2025-11-06,171,1283,2,7
ClimateCrisis,2025-07-15,1771,61000,74,39
ClimateCrisis,2025-02-22,1825,21800,638,133
ClimateCrisis,2025-10-01,80,681,1,2
ClimateCrisis,2025-08-07,18200,469300,5338,1050
ClimateCrisis,2025-07-05,240000,2800000,22200,11500
ClimateCrisis,2025-03-18,129900,694500,20400,1033
ClimateCrisis,2025-11-06,8751,64000,308,204
ClimateCrisis,2025-08-02,393,12300,25,47
ClimateCrisis,2025-09-04,159600,583100,6570,932
ClimateCrisis,2024-01-31,51500,562200,1254,940
ClimateCrisis,2025-05-17,357100,7200000,21900,10500
ClimateCrisis,2025-01-13,3494,28500,94,220
ClimateCrisis,2025-09-05,331300,1500000,15800,979
ClimateCrisis,2023-08-16,2517,32700,113,178
ClimateCrisis,2021-05-15,71900,393600,2713,2244
ClimateCrisis,2025-08-01,170600,923100,7148,670
ClimateCrisis,2024-11-16,4000000,20800000,148800,17900
ClimateCrisis,2025-02-11,25900,160400,729,376
ClimateCrisis,2025-10-26,954,14800,8,72
ClimateCrisis,2025-10-27,37600,337300,157,343
ClimateCrisis,2023-07-26,30200,353600,2908,1000
ClimateCrisis,2025-10-17,55900,252600,2052,160
ClimateCrisis,2023-02-06,155600,1200000,9308,1635
ClimateCrisis,2025-05-24,6520,42400,313,30
ClimateCrisis,2025-11-02,62,1430,5,3
ClimateCrisis,2023-07-24,318200,3900000,29700,4528
ClimateCrisis,2025-10-11,526300,1900000,13700,1906
ClimateCrisis,2025-11-02,346,2517,14,11
ClimateCrisis,2023-05-11,192700,1600000,4943,1238
ClimateCrisis,2025-10-30,1936,21000,22,115
ClimateCrisis,2025-11-08,2,102,9,0
ClimateCrisis,2025-04-21,47000,982400,1019,560
ClimateCrisis,2025-07-10,40200,343100,1999,803
ClimateCrisis,2021-11-13,115,1645,1,7
ClimateCrisis,2024-07-06,46800,251300,3358,564
ClimateCrisis,2025-04-27,242500,1100000,7369,2223
ClimateCrisis,2025-05-29,110200,466300,3079,391
ClimateCrisis,2025-04-22,2108,49100,71,100
ClimateCrisis,2025-11-06,135,946,10,14
ClimateCrisis,2022-08-07,800400,6700000,17400,16900
ClimateCrisis,2021-08-16,6192,17200,804,129
ClimateCrisis,2025-09-06,729200,3500000,36500,7421
ClimateCrisis,2025-11-05,135,3476,17,2
ClimateCrisis,2025-06-26,52100,201700,9717,3525
ClimateCrisis,2022-08-14,259400,1200000,4729,2421
ClimateCrisis,2025-09-23,60400,1200000,5530,3099
ClimateCrisis,2023-02-16,56100,1700000,4397,4870
ClimateCrisis,2025-05-18,590,7530,80,33
ClimateCrisis,2023-02-20,460400,1700000,22500,4394
ClimateCrisis,2025-11-06,574,5787,7,20
ClimateCrisis,2025-04-13,375400,1800000,14000,1506
ClimateCrisis,2025-11-08,1130,27700,74,254
ClimateCrisis,2025-01-13,1500000,8600000,79600,13000
ClimateCrisis,2025-06-23,16400,56500,2146,457
ClimateCrisis,2024-12-15,332400,1200000,15000,5238
ClimateCrisis,2025-10-29,638,7246,5,16
ClimateCrisis,2025-02-18,382400,1500000,27500,4333
ClimateCrisis,2025-05-16,769,40900,104,87
ClimateCrisis,2024-11-11,53200,197200,1361,442
ClimateCrisis,2025-10-04,119400,446400,4559,369
ClimateCrisis,2023-05-09,7055,85300,440,823
ClimateCrisis,2025-11-07,13,484,0,12
ClimateCrisis,2025-08-11,15700,90700,820,1525
ClimateCrisis,2022-04-15,6510,91900,476,798
ClimateCrisis,2025-08-11,8408,31300,179,149
ClimateCrisis,2025-11-06,233,775,9,20
ClimateCrisis,2024-04-15,1069,7774,25,43
ClimateCrisis,2025-06-24,500,5703,17,54
ClimateCrisis,2025-09-26,686,2246,46,50
ClimateCrisis,2025-10-22,450,4905,30,16
ClimateCrisis,2024-04-07,1667,8260,76,105
ClimateCrisis,2025-11-05,92,602,4,2
ClimateCrisis,2021-09-14,43100,221100,354,495
ClimateCrisis,2025-08-23,478,4676,18,14
ClimateCrisis,2025-05-30,3036,48900,207,349
ClimateCrisis,2025-11-07,6,272,0,21
ClimateCrisis,2025-08-21,8712,357600,179,721
ClimateCrisis,2023-05-16,11100,161500,212,244
ClimateCrisis,2025-11-06,319,3194,43,48
ClimateCrisis,2024-10-17,20800,71200,539,326
ClimateCrisis,2025-11-07,313400,3700000,16400,2302
ClimateCrisis,2025-10-13,196,1415,1,10
ClimateCrisis,2022-12-03,5858,92400,896,351
ClimateCrisis,2025-01-27,2136,11900,123,248
ClimateCrisis,2025-06-19,164500,882900,7673,2811
ClimateCrisis,2025-06-09,13800,69400,619,102
ClimateCrisis,2025-04-27,425000,1600000,18500,1602
ClimateCrisis,2025-11-02,9899,32900,638,118
ClimateCrisis,2024-08-26,2996,49500,192,82
ClimateCrisis,2025-11-07,72,688,2,5
ClimateCrisis,2024-11-10,1885,41900,193,51
ClimateCrisis,2025-09-24,1005,5711,106,32
ClimateCrisis,2024-09-03,13400,895800,776,829
ClimateCrisis,2023-08-30,2080,36600,217,152
ClimateCrisis,2023-09-13,550,19100,203,37
ClimateCrisis,2025-05-29,27200,192400,2369,214
ClimateCrisis,2025-08-09,16200,68900,716,126
ClimateCrisis,2025-09-23,6015,226900,542,990
ClimateCrisis,2022-10-05,112700,1600000,1337,1290
ClimateCrisis,2025-01-24,147300,664100,3573,489
ClimateCrisis,2024-01-29,447000,2000000,13200,4058
ClimateCrisis,2025-09-19,43100,272900,3684,550
ClimateCrisis,2025-11-08,21,457,3,10
ClimateCrisis,2025-01-24,333000,1200000,8036,1849
ClimateCrisis,2025-11-05,67,627,7,8
ClimateCrisis,2025-10-17,85300,881600,10500,2397
ClimateCrisis,2025-10-28,63600,386500,1156,250
ClimateCrisis,2025-04-16,17200,113700,411,666
ClimateCrisis,2023-05-08,9814,176200,334,155
ClimateCrisis,2023-11-08,75900,1100000,313,429
ClimateCrisis,2024-08-22,18200,884800,1756,1241
ClimateCrisis,2025-09-27,9352,59700,557,66
ClimateCrisis,2025-02-08,952,6868,20,26
ClimateCrisis,2025-04-20,578400,2200000,14300,2301
ClimateCrisis,2025-08-04,2062,11200,24,40
ClimateCrisis,2024-10-23,36000,193100,2187,932
ClimateCrisis,2025-11-08,415,15300,47,10
ClimateCrisis,2025-05-21,315600,2200000,3255,1662
ClimateCrisis,2024-05-01,4727,29500,418,40
ClimateCrisis,2024-08-14,1312,189500,39,132
ClimateCrisis,2022-04-13,633000,1900000,44200,7613
ClimateCrisis,2025-03-17,428800,3000000,33600,8735
ClimateCrisis,2025-01-02,3757,103500,1184,479
ClimateCrisis,2025-11-07,905,33400,75,365
ClimateCrisis,2025-04-15,177600,643300,6617,520
ClimateCrisis,2025-01-11,5232,147000,159,281
ClimateCrisis,2025-11-07,14,231,4,1
ClimateCrisis,2022-09-07,26700,113800,515,129
ClimateCrisis,2025-05-09,6599,169600,119,30
ClimateCrisis,2025-01-11,2168,20200,448,98
ClimateCrisis,2025-01-25,149900,570300,6053,593
ClimateCrisis,2025-02-18,136200,705200,7663,392
ClimateCrisis,2025-10-15,29900,137100,3553,381
ClimateCrisis,2025-05-04,48500,284900,3482,463
ClimateCrisis,2021-08-04,135400,7300000,23400,1563
ClimateCrisis,2022-03-24,6162,224200,5081,120
ClimateCrisis,2025-11-07,579,3023,56,28
ClimateCrisis,2023-10-30,321900,2300000,2607,1484
ClimateCrisis,2025-11-03,77,839,0,1
ClimateCrisis,2025-09-10,267300,810500,13500,826
ClimateCrisis,2025-01-10,792500,8900000,32900,4032
ClimateCrisis,2024-10-08,5787,30500,74,178
ClimateCrisis,2025-07-12,153300,719100,11800,1015
ClimateCrisis,2023-10-22,100600,345900,3686,990
ClimateCrisis,2025-06-06,19900,265000,1239,803
ClimateCrisis,2025-10-01,112400,585600,5725,1979
ClimateCrisis,2025-07-14,581,4310,26,14
ClimateCrisis,2024-10-22,8493,41600,313,158
ClimateCrisis,2025-11-03,212,1723,44,6
ClimateCrisis,2024-11-14,1094,21800,74,39
ClimateCrisis,2025-01-11,37000,226300,1923,296
ClimateCrisis,2023-07-20,20200,260100,3870,1384
ClimateCrisis,2023-07-05,284,6439,25,50
ClimateCrisis,2024-06-23,5497,49900,343,172
ClimateCrisis,2025-04-24,17400,140100,1674,126
ClimateCrisis,2025-11-04,115,1114,5,3
ClimateCrisis,2025-06-07,82400,294100,5102,1075
ClimateCrisis,2025-01-27,1700000,5900000,28100,3870
FridaysForFuture,2024-11-01,3613,50800,15,46
FridaysForFuture,2025-05-16,363,4502,4,12
FridaysForFuture,2021-09-09,238300,1800000,9843,13600
FridaysForFuture,2025-10-22,1406,27100,383,22
FridaysForFuture,2025-09-23,9824,54600,201,170
FridaysForFuture,2025-03-14,1206,102200,1587,28
FridaysForFuture,2025-08-24,876,14100,14,254
FridaysForFuture,2025-10-22,653,7021,48,1
FridaysForFuture,2025-11-07,90,1212,4,14
FridaysForFuture,2024-04-01,158200,1600000,8192,10500
FridaysForFuture,2022-03-07,358,16500,16,12
FridaysForFuture,2025-11-06,206,3466,159,22
FridaysForFuture,2025-07-11,173,5664,6,6
FridaysForFuture,2025-11-05,726,12600,303,71
FridaysForFuture,2025-07-14,329,7801,7,2
FridaysForFuture,2022-05-24,352,14400,13,1
FridaysForFuture,2023-11-23,127800,545200,5725,4938
FridaysForFuture,2025-04-23,136,3934,13,23
FridaysForFuture,2025-10-31,66,708,0,3
FridaysForFuture,2022-02-08,63,7667,8,9
FridaysForFuture,2025-01-29,1192,53400,23,101
FridaysForFuture,2024-02-19,103,3480,13,2
FridaysForFuture,2025-10-28,52300,463800,12600,4296
FridaysForFuture,2025-09-12,171,1575,3,0
FridaysForFuture,2025-09-05,1539,20400,73,64
FridaysForFuture,2025-10-01,10700,160000,457,0
FridaysForFuture,2023-03-01,2823,151300,137,76
FridaysForFuture,2025-02-07,402,39000,338,49
FridaysForFuture,2025-06-14,567,13400,38,77
FridaysForFuture,2023-05-22,19,2836,0,0
FridaysForFuture,2024-05-08,8180,59000,873,101
FridaysForFuture,2023-06-15,799,25700,16,32
FridaysForFuture,2024-07-29,70100,874900,1691,174
FridaysForFuture,2025-11-07,106,816,0,10
FridaysForFuture,2025-01-24,446,32700,880,55
FridaysForFuture,2025-10-19,766,17400,98,12
FridaysForFuture,2024-11-05,2409,34300,40,38
FridaysForFuture,2025-05-02,14000,182100,751,844
FridaysForFuture,2025-11-07,1853,14700,958,51
FridaysForFuture,2025-11-06,222,4892,210,33
FridaysForFuture,2022-09-23,1939,18500,537,43
FridaysForFuture,2023-01-22,3454,112700,288,7
FridaysForFuture,2022-08-01,302200,6000000,818,7517
FridaysForFuture,2024-09-06,75,3780,24,0
FridaysForFuture,2025-10-25,121,8217,12,15
FridaysForFuture,2025-11-06,6,341,0,19
FridaysForFuture,2021-09-24,895100,6000000,9533,8683
FridaysForFuture,2025-09-11,50400,960600,7958,1387
FridaysForFuture,2025-01-11,30,1626,21,1
FridaysForFuture,2023-12-05,221800,2100000,11800,799
FridaysForFuture,2025-10-24,206100,1400000,22800,4574
FridaysForFuture,2023-10-13,275400,4200000,23200,1240
FridaysForFuture,2025-08-08,17400,122200,639,202
FridaysForFuture,2025-11-07,32,822,4,1
FridaysForFuture,2023-07-08,2695,40600,64,55
FridaysForFuture,2022-07-31,193,9017,1,34
FridaysForFuture,2023-08-09,149300,1500000,7811,672
FridaysForFuture,2025-10-31,168,4069,16,126
FridaysForFuture,2025-06-06,75000,559200,2501,367
FridaysForFuture,2025-10-17,26200,416400,3372,122
FridaysForFuture,2022-06-10,550,12800,63,4
FridaysForFuture,2025-10-02,73700,934500,3588,4384
FridaysForFuture,2024-12-30,55500,346300,1449,1701
FridaysForFuture,2025-11-03,194,13600,79,6
FridaysForFuture,2023-04-14,6688,359800,4744,66
FridaysForFuture,2025-06-06,1191,34400,150,52
FridaysForFuture,2025-09-13,85,791,1,4
FridaysForFuture,2024-05-08,483,8093,52,19
FridaysForFuture,2025-08-28,42,939,1,18
FridaysForFuture,2025-07-04,121,3574,18,0
FridaysForFuture,2025-11-07,29,313,1,7
FridaysForFuture,2023-09-19,337900,1600000,5501,461
FridaysForFuture,2025-11-07,122,2260,0,0
FridaysForFuture,2025-07-24,490,4673,46,15
FridaysForFuture,2025-04-12,49100,330700,11000,547
FridaysForFuture,2025-04-15,189,9976,6,0
FridaysForFuture,2022-10-14,209,2555,0,6
FridaysForFuture,2022-10-31,37,2276,0,0
FridaysForFuture,2025-10-15,89,1765,4,8
FridaysForFuture,2025-10-16,177,3830,4,38
FridaysForFuture,2025-05-16,2586,20200,53,331
FridaysForFuture,2023-02-23,363,3324,9,41
FridaysForFuture,2025-11-01,143,969,0,17
FridaysForFuture,2025-11-03,95,1074,2,8
FridaysForFuture,2025-11-07,837,23000,19,21
FridaysForFuture,2023-12-21,155900,1800000,9828,302
FridaysForFuture,2024-03-20,271,6051,188,36
FridaysForFuture,2025-05-30,4595,365100,8542,150
FridaysForFuture,2025-09-26,1343,18100,40,34
FridaysForFuture,2023-09-09,21100,552300,4812,166
FridaysForFuture,2025-10-31,16,107,2,1
FridaysForFuture,2025-09-20,1391,22300,38,7
FridaysForFuture,2022-02-23,1902,16100,16,67
FridaysForFuture,2025-07-11,226,1783,3,33
FridaysForFuture,2025-11-07,3760,87300,1227,39
FridaysForFuture,2023-11-04,154,5178,8,7
FridaysForFuture,2025-10-26,477,6914,81,32
FridaysForFuture,2025-11-08,5,128,0,0
FridaysForFuture,2025-06-27,88,1958,3,4
FridaysForFuture,2025-08-01,205,1505,2,30
FridaysForFuture,2023-06-20,283,9407,63,4
FridaysForFuture,2025-03-27,201,3470,8,10
FridaysForFuture,2025-01-19,121,5408,14,2
FridaysForFuture,2025-11-07,0,0,0,102
FridaysForFuture,2023-02-03,4655,51200,263,171
FridaysForFuture,2025-08-03,17,222,0,2
FridaysForFuture,2025-05-27,126900,1600000,19400,660
FridaysForFuture,2025-09-06,10600,64400,946,22
FridaysForFuture,2024-08-30,5231,202700,10200,102
FridaysForFuture,2024-11-22,406000,4400000,64300,1502
FridaysForFuture,2023-03-28,2309,10800,229,72
FridaysForFuture,2025-04-07,127400,1000000,7876,788
FridaysForFuture,2024-06-21,19300,438800,14600,101
FridaysForFuture,2025-11-01,29,497,0,2
FridaysForFuture,2024-04-05,1375,227700,3774,27
FridaysForFuture,2023-11-10,14100,685400,9846,161
FridaysForFuture,2025-11-08,226,1412,4,6
FridaysForFuture,2025-02-26,4,90,1,0
FridaysForFuture,2025-11-06,35600,331200,1523,392
FridaysForFuture,2025-06-11,9757,235400,257,29
FridaysForFuture,2025-01-10,280,9160,6,10
FridaysForFuture,2024-01-16,17,1562,0,0
FridaysForFuture,2025-08-18,1200000,8100000,77100,834
FridaysForFuture,2024-11-18,38600,1000000,4603,191
FridaysForFuture,2025-02-28,1112,54300,1843,110
FridaysForFuture,2022-04-30,8970,75800,9,64
FridaysForFuture,2025-10-16,39100,304600,5051,520
FridaysForFuture,2020-06-27,339400,3300000,4328,5486
FridaysForFuture,2025-10-30,76,3059,65,5
FridaysForFuture,2025-10-22,74,1115,2,1
FridaysForFuture,2025-10-27,378000,2400000,45500,2090
FridaysForFuture,2025-11-07,1278,12800,155,88
FridaysForFuture,2023-09-15,2178,32100,72,30
FridaysForFuture,2025-10-03,16700,492900,24700,397
ActOnClimate,2025-11-07,443,8500,25,9
ActOnClimate,2025-05-04,6130,23000,131,253
ActOnClimate,2025-10-09,707,8300,22,86
ActOnClimate,2025-11-02,278,1895,23,3
ActOnClimate,2025-06-23,1828,15900,99,113
ActOnClimate,2023-09-29,112,12700,27,6
ActOnClimate,2023-03-03,42,847,1,0
ActOnClimate,2025-10-26,978,5446,74,43
ActOnClimate,2024-08-31,749,5998,34,34
ActOnClimate,2025-11-05,103,972,2,25
ActOnClimate,2023-06-07,745,71200,25,46
ActOnClimate,2025-11-08,34,497,1,3
ActOnClimate,2022-10-04,455,3520,21,20
ActOnClimate,2025-11-08,64,733,0,2
ActOnClimate,2021-12-09,2243,16000,36,56
ActOnClimate,2025-11-07,10,187,0,1
ActOnClimate,2025-11-07,302,26400,293,40
ActOnClimate,2025-01-15,95,1184,8,10
ActOnClimate,2025-11-07,6,158,0,0
ActOnClimate,2025-11-05,82,2029,0,3
ActOnClimate,2025-11-06,338,14200,22,161
ActOnClimate,2025-11-05,433,1950,38,23
ActOnClimate,2024-05-15,6776,77300,342,92
ActOnClimate,2025-11-05,19,524,1,5
ActOnClimate,2021-10-18,639,27800,12,21
ActOnClimate,2022-07-26,746,3290,127,9
ActOnClimate,2023-05-18,53,417,1,3
ActOnClimate,2025-11-07,739,17500,12,20
ActOnClimate,2024-01-02,377,6100,17,26
ActOnClimate,2025-10-28,2268,30900,454,164
ActOnClimate,2025-11-05,120,990,2,1
ActOnClimate,2021-03-17,16,531,1,3
ActOnClimate,2024-02-09,326,3774,11,34
ActOnClimate,2025-06-26,52100,201700,9717,3525
ActOnClimate,2025-11-07,84,930,1,3
ActOnClimate,2025-11-07,12,289,0,0
ActOnClimate,2025-03-04,499,6187,4,2
ActOnClimate,2025-11-07,116,809,7,9
ActOnClimate,2023-05-22,3,186,0,0
ActOnClimate,2025-04-14,5,85,0,0
ActOnClimate,2024-01-23,4296,44100,122,391
ActOnClimate,2025-11-06,574,5788,7,20
ActOnClimate,2023-07-29,37500,720800,326,765
ActOnClimate,2024-05-23,2017,33700,131,146
ActOnClimate,2025-02-18,382400,1500000,27500,4333
ActOnClimate,2025-04-14,6365,123300,297,598
ActOnClimate,2025-11-04,658,56000,330,45
ActOnClimate,2025-07-13,111200,2800000,6797,1874
ActOnClimate,2025-04-14,7,143,0,0
ActOnClimate,2025-11-07,43,1012,0,2
ActOnClimate,2023-03-18,201,6207,148,49
ActOnClimate,2025-11-07,0,1,0,0
ActOnClimate,2025-11-07,38,630,0,1
ActOnClimate,2022-02-09,31,1010,1,4
ActOnClimate,2025-10-29,4,142,0,0
ActOnClimate,2024-08-26,83,721,0,7
ActOnClimate,2025-11-07,69,4683,3,10
ActOnClimate,2025-11-07,7,294,2,1
ActOnClimate,2024-04-14,3969,23600,361,128
ActOnClimate,2024-01-27,6486,182100,808,970
ActOnClimate,2025-11-07,313800,3800000,16400,2301
ActOnClimate,2023-12-08,57,480,5,3
ActOnClimate,2025-06-20,568,4633,22,7
ActOnClimate,2025-11-06,45800,124600,2159,203
ActOnClimate,2022-08-01,1,206,0,0
ActOnClimate,2025-10-23,113400,447900,5410,2302
ActOnClimate,2022-10-10,319600,6000000,849,1841
ActOnClimate,2025-09-02,61,586,0,1
ActOnClimate,2024-08-26,2996,49500,192,82
ActOnClimate,2025-10-26,1392,11600,204,42
ActOnClimate,2025-11-08,16,183,0,2
ActOnClimate,2025-11-08,128,650,13,6
ActOnClimate,2025-11-07,234,3610,13,6
ActOnClimate,2025-07-17,1306,5025,84,16
ActOnClimate,2025-11-07,112,1009,5,2
ActOnClimate,2025-11-02,132,1164,6,5
ActOnClimate,2025-06-24,495,3411,30,8
ActOnClimate,2021-11-10,852,13600,59,20
ActOnClimate,2025-06-21,49,822,1,2
ActOnClimate,2025-11-07,32,433,0,1
ActOnClimate,2025-03-07,229,8553,1,2
ActOnClimate,2024-07-08,413300,5200000,7247,4981
ActOnClimate,2023-12-14,48,379,1,2
ActOnClimate,2025-11-07,10,261,0,1
ActOnClimate,2025-11-04,72800,5400000,1461,477
ActOnClimate,2022-11-10,5,253,4,0
ActOnClimate,2025-10-27,50100,252300,436,393
ActOnClimate,2025-08-20,14,416,2,1
ActOnClimate,2023-05-02,4526,121800,74,233
ActOnClimate,2020-07-10,13700,60500,1874,727
ActOnClimate,2025-10-17,85300,881600,10500,2397
ActOnClimate,2021-09-24,17,1698,1,19
ActOnClimate,2025-10-28,63600,386500,1156,250
ActOnClimate,2025-11-01,85,989,3,12
ActOnClimate,2025-11-08,88,495,5,4
ActOnClimate,2024-03-13,2,222,0,0
ActOnClimate,2024-09-27,157,3461,2,17
ActOnClimate,2025-10-29,1421,7932,25,11
ActOnClimate,2023-02-06,4750,20200,480,257
ActOnClimate,2023-04-10,60,2573,0,5
ActOnClimate,2023-07-27,28,307,0,8
ActOnClimate,2023-06-16,71,1852,0,6
ActOnClimate,2023-09-18,23,1064,1,1
ActOnClimate,2025-11-07,10,86,1,2
ActOnClimate,2023-11-13,339,13900,17,18
ActOnClimate,2025-09-10,9886,77900,147,79
ActOnClimate,2023-08-01,452,6108,10,69
ActOnClimate,2025-07-17,334600,2400000,23900,3979
ActOnClimate,2025-04-14,4,82,0,0
ActOnClimate,2025-10-30,4,113,5,0
ActOnClimate,2025-11-08,121,563,0,8
ActOnClimate,2025-07-24,1648,14100,243,31
ActOnClimate,2022-07-30,552,10400,38,101
ActOnClimate,2022-06-30,313,9304,5,138
ActOnClimate,2022-04-15,339,2684,9,12
ActOnClimate,2025-11-04,347,1851,13,0
ActOnClimate,2025-11-07,210,2528,0,18
ActOnClimate,2025-10-30,20,465,7,20
ActOnClimate,2021-08-04,2755,6857,1331,102
ActOnClimate,2025-10-20,203,1431,7,10
ActOnClimate,2025-10-30,14,348,1,2
ActOnClimate,2025-10-29,3,192,0,0
ActOnClimate,2023-04-04,716700,19100000,6954,15300
ActOnClimate,2025-11-01,69,420,1,2
ActOnClimate,2025-11-07,579,3023,56,28
ActOnClimate,2025-03-15,3760,278800,6409,1
ActOnClimate,2024-10-04,127,1100,1,10
ActOnClimate,2025-04-14,3,61,0,1
ActOnClimate,2025-07-30,93,648,3,1
ActOnClimate,2025-06-06,19900,265000,1239,803
ActOnClimate,2023-09-07,63,497,3,8
ActOnClimate,2025-09-18,1078,24500,34,267
ActOnClimate,2025-09-07,90700,378200,4737,782
ActOnClimate,2023-08-14,691,8768,20,7
ActOnClimate,2025-11-06,5,192,1,1
ActOnClimate,2021-10-22,299,12900,11,8
ActOnClimate,2025-11-06,40,445,1,1
ActOnClimate,2022-03-21,30,828,4,5
ActOnClimate,2024-06-04,61,698,1,12
